season,Age,Team,Lg,Pos,G,GS,Pass_QBrec,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Succ%,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,Pass_AV,Pass_Awards,Rush_Unnamed: 1_level_0_Age,Rush_Unnamed: 2_level_0_Team,Rush_Unnamed: 3_level_0_Lg,Rush_Unnamed: 4_level_0_Pos,Rush_Unnamed: 5_level_0_G,Rush_Unnamed: 6_level_0_GS,Rush_Rushing_Att,Rush_Rushing_Yds,Rush_Rushing_TD,Rush_Rushing_1D,Rush_Rushing_Succ%,Rush_Rushing_Lng,Rush_Rushing_Y/A,Rush_Rushing_Y/G,Rush_Rushing_A/G,Rush_Receiving_Tgt,Rush_Receiving_Rec,Rush_Receiving_Yds,Rush_Receiving_TD,Rush_Receiving_1D,Rush_Receiving_Succ%,Rush_Receiving_Lng,Rush_Receiving_R/G,Rush_Receiving_Y/G,Rush_Receiving_Ctch%,Rush_Receiving_Y/Tgt,Rush_Scrimmage_Touch,Rush_Scrimmage_Y/Tch,Rush_Scrimmage_YScm,Rush_Scrimmage_RRTD,Rush_Unnamed: 31_level_0_Fmb,Rush_Unnamed: 32_level_0_Awards,player_name,player_id,draft_year,draft_team,total_yards,Rush_Receiving_Y/R,Rush_Unnamed: 32_level_0_Fmb,Rush_Unnamed: 33_level_0_Awards,Rush_Unnamed: 30_level_0_Fmb,Rush_Unnamed: 31_level_0_Awards,Rush_Unnamed: 27_level_0_Fmb,Rush_Unnamed: 28_level_0_Awards,AdvPass_Unnamed: 1_level_0_Age,AdvPass_Unnamed: 2_level_0_Team,AdvPass_Unnamed: 3_level_0_Lg,AdvPass_Unnamed: 4_level_0_Pos,AdvPass_Unnamed: 5_level_0_G,AdvPass_Unnamed: 6_level_0_GS,AdvPass_Passing_Cmp,AdvPass_Passing_Att,AdvPass_Air Yards_IAY,AdvPass_Air Yards_IAY/PA,AdvPass_Air Yards_CAY,AdvPass_Air Yards_CAY/Cmp,AdvPass_Air Yards_CAY/PA,AdvPass_Air Yards_YAC,AdvPass_Air Yards_YAC/Cmp,AdvPass_Accuracy_Bats,AdvPass_Accuracy_ThAwy,AdvPass_Accuracy_Spikes,AdvPass_Accuracy_Drops,AdvPass_Accuracy_Drop%,AdvPass_Accuracy_BadTh,AdvPass_Accuracy_Bad%,AdvPass_Accuracy_OnTgt,AdvPass_Accuracy_OnTgt%,AdvPass_Pressure_PktTime,AdvPass_Pressure_Bltz,AdvPass_Pressure_Hrry,AdvPass_Pressure_Hits,AdvPass_Pressure_Prss,AdvPass_Pressure_Prss%,AdvPass_Pressure_Scrm,AdvPass_Pressure_Yds/Scr,AdvPass_RPO_Plays,AdvPass_RPO_Yds,AdvPass_RPO_PassAtt,AdvPass_RPO_PassYds,AdvPass_RPO_RushAtt,AdvPass_RPO_RushYds,AdvPass_PlayAction_PassAtt,AdvPass_PlayAction_PassYds,AdvPass_Unnamed: 41_level_0_Awards,AdvPass_Unnamed: 31_level_0_Awards,Rush_Unnamed: 28_level_0_Fmb,Rush_Unnamed: 29_level_0_Awards
2022,23,CHI,NFL,QB,15.0,15.0,3-12-0,192.0,318.0,60.4,2242.0,17.0,5.3,11.0,3.5,91.0,36.7,56.0,7.1,6.56,11.7,149.5,85.2,56.3,55.0,359.0,14.75,5.05,4.63,1.0,2.0,16.0,AP MVP-9,23,CHI,NFL,QB,15.0,15.0,160.0,1143.0,8.0,65.0,56.3,67.0,7.1,76.2,10.7,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,160.0,7.1,1143.0,8.0,,,Justin Fields,FielJu00,,,3385.0,,,,,,16.0,AP MVP-9,23,CHI,NFL,QB,15.0,15.0,192.0,318.0,2900.0,9.1,1285.0,6.7,4.0,957.0,5.0,12.0,13.0,0.0,16.0,5.2,59.0,19.3,217.0,71.1,2.7,102.0,33.0,31.0,119.0,26.9,69.0,9.6,90.0,475.0,61.0,368.0,25.0,107.0,83.0,759.0,AP MVP-9,,,
2021,23,NWE,NFL,QB,17.0,17.0,10-7-0,352.0,521.0,67.6,3801.0,22.0,4.2,13.0,2.5,177.0,49.0,75.0,7.3,7.02,10.8,223.6,92.5,56.9,28.0,241.0,5.1,6.48,6.22,1.0,1.0,14.0,"PB,AP ORoY-2",23,NWE,NFL,QB,17.0,17.0,44.0,129.0,0.0,22.0,52.3,13.0,2.9,7.6,2.6,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,44.0,2.9,129.0,0.0,,,Mac Jones,JoneMa05,2021.0,NWE,3930.0,,,,,,7.0,"PB,AP ORoY-2",23,NWE,NFL,QB,17.0,17.0,352.0,521.0,4161.0,8.0,2027.0,5.8,3.9,1774.0,5.0,9.0,12.0,1.0,16.0,3.1,90.0,17.7,386.0,76.0,2.4,181.0,29.0,47.0,104.0,18.4,15.0,7.1,33.0,324.0,32.0,324.0,0.0,0.0,104.0,888.0,"PB,AP ORoY-2",,,
2022,24,PIT,NFL,QB,13.0,12.0,7-5-0,245.0,389.0,63.0,2404.0,7.0,1.8,9.0,2.3,123.0,44.0,57.0,6.2,5.5,9.8,184.9,76.7,53.6,27.0,182.0,6.49,5.34,4.7,3.0,4.0,7.0,AP ORoY-6,24,PIT,NFL,QB,13.0,12.0,55.0,237.0,3.0,23.0,60.0,23.0,4.3,18.2,4.2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,55.0,4.3,237.0,3.0,,,Kenny Pickett,PickKe00,2022.0,PIT,2641.0,,,,,,4.0,AP ORoY-6,24,PIT,NFL,QB,13.0,12.0,245.0,389.0,2923.0,7.5,1331.0,5.4,3.4,1073.0,4.4,8.0,19.0,1.0,16.0,4.3,67.0,18.2,266.0,72.1,2.5,95.0,34.0,32.0,93.0,21.0,27.0,7.3,34.0,152.0,29.0,135.0,4.0,17.0,65.0,315.0,AP ORoY-6,,,
2023,22,CAR,NFL,QB,16,16,2-14-0,315,527,59.8,2877.0,11,2.1,10,1.9,133,36.5,48,5.5,5.02,9.1,179.8,73.7,33.4,62,477,10.53,4.07,3.68,2,2,6,,22,CAR,NFL,QB,16,16,39,253.0,0,18,64.1,26,6.5,15.8,2.4,0,0,0,0,0,,,0.0,0.0,,,39,6.5,253,0,,,Bryce Young,YounBr01,2023.0,CAR,3130.0,,,,,,11.0,,22,CAR,NFL,QB,16.0,16.0,315.0,527.0,3980.0,7.6,1572.0,5.0,3.0,1305.0,4.1,6.0,46.0,1.0,23.0,4.8,103.0,21.5,352.0,73.3,2.5,166.0,38.0,50.0,150.0,24.2,31.0,8.4,31.0,149.0,26.0,145.0,1.0,4.0,81.0,589.0,,,,
2023,22,HOU,NFL,QB,15,15,9-6-0,319,499,63.9,4108.0,23,4.6,5,1.0,188,46.7,75,8.2,8.7,12.9,273.9,100.8,57.5,38,331,7.08,7.03,7.47,1,3,14,"PB,AP MVP-8,AP ORoY-1",22,HOU,NFL,QB,15,15,39,167.0,3,17,59.0,16,4.3,11.1,2.6,1,1,0,0,0,0.0,,0.1,0.0,100.0,0.0,40,4.2,167,3,8.0,"PB,AP MVP-8,AP ORoY-1",C.J. Stroud,StroCJ00,2023.0,HOU,4275.0,0.0,,,,,,,22,HOU,NFL,QB,15.0,15.0,319.0,499.0,4484.0,9.0,2346.0,7.4,4.7,1762.0,5.5,9.0,16.0,6.0,18.0,3.8,95.0,19.9,357.0,74.8,2.5,126.0,47.0,38.0,123.0,22.0,23.0,6.4,34.0,344.0,31.0,343.0,1.0,1.0,94.0,1036.0,"PB,AP MVP-8,AP ORoY-1",,,
2024,22,IND,NFL,QB,11,11,6-5-0,126,264,47.7,1814.0,8,3.0,12,4.5,73,36.0,69,6.9,5.43,14.4,164.9,61.6,47.4,14,115,5.04,6.11,4.74,2,3,6,AP CPoY-25,22,IND,NFL,QB,11,11,86,499.0,6,34,58.1,29,5.8,45.4,7.8,1,1,-1,0,0,0.0,-1.0,0.1,-0.1,100.0,-1.0,87,5.7,498,6,,,Anthony Richardson,RichAn03,2023.0,IND,2313.0,-1.0,9,AP CPoY-25,,,,,22,IND,NFL,QB,11.0,11.0,126.0,264.0,3210.0,12.2,1038.0,8.2,3.9,776.0,6.2,5.0,12.0,2.0,12.0,4.8,70.0,28.0,145.0,58.0,2.4,67.0,35.0,30.0,79.0,26.4,21.0,8.8,69.0,555.0,49.0,447.0,18.0,108.0,77.0,708.0,AP CPoY-25,,,
2024,23,CHI,NFL,QB,17,17,5-12-0,351,562,62.5,3541.0,20,3.6,6,1.1,171,40.3,47,6.3,6.53,10.1,208.3,87.8,46.7,68,466,10.79,4.88,5.09,2,1,12,AP ORoY-10,23,CHI,NFL,QB,17,17,81,489.0,0,27,51.9,24,6.0,28.8,4.8,0,0,0,0,0,,,0.0,0.0,,,81,6.0,489,0,,,Caleb Williams,WillCa03,2024.0,CHI,4030.0,,,,,,10.0,AP ORoY-10,23,CHI,NFL,QB,17.0,17.0,351.0,562.0,4443.0,7.9,1675.0,4.8,3.0,1866.0,5.3,9.0,36.0,4.0,20.0,3.8,110.0,21.1,378.0,72.4,2.4,174.0,52.0,40.0,160.0,23.5,51.0,7.9,53.0,335.0,34.0,268.0,13.0,67.0,85.0,626.0,AP ORoY-10,,,
2024,24,WAS,NFL,QB,17,17,12-5-0,331,480,69.0,3568.0,25,5.2,9,1.9,170,47.1,86,7.4,7.63,10.8,209.9,100.1,70.6,47,238,8.92,6.32,6.5,4,4,20,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",24,WAS,NFL,QB,17,17,148,891.0,6,55,62.8,46,6.0,52.4,8.7,0,0,0,0,0,,,0.0,0.0,,,148,6.0,891,6,,,Jayden Daniels,DaniJa02,2024.0,WAS,4459.0,,,,,,5.0,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",24,WAS,NFL,QB,17.0,17.0,331.0,480.0,3526.0,7.3,1788.0,5.4,3.7,1780.0,5.4,12.0,15.0,2.0,20.0,4.3,67.0,14.5,362.0,78.2,2.4,153.0,36.0,28.0,111.0,18.5,73.0,8.1,112.0,805.0,79.0,605.0,27.0,200.0,86.0,709.0,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",,,
2024,22,NWE,NFL,QB,13,12,3-9-0,225,338,66.6,2276.0,15,4.4,10,3.0,112,46.0,40,6.7,6.29,10.1,175.1,88.1,58.6,34,229,9.14,5.5,5.1,0,0,8,"PB,AP ORoY-8",22,NWE,NFL,QB,13,12,54,421.0,2,22,64.8,41,7.8,32.4,4.2,0,0,0,0,0,,,0.0,0.0,,,54,7.8,421,2,,,Drake Maye,MayeDr00,2024.0,NWE,2697.0,,,,,,9.0,"PB,AP ORoY-8",22,NWE,NFL,QB,13.0,12.0,225.0,338.0,2442.0,7.2,1084.0,4.8,3.2,1192.0,5.3,7.0,14.0,1.0,11.0,3.4,53.0,16.4,246.0,76.2,2.3,96.0,23.0,26.0,83.0,19.9,45.0,9.0,37.0,337.0,30.0,270.0,5.0,67.0,48.0,352.0,"PB,AP ORoY-8",,,
2024,24,ATL,NFL,QB,5,3,1-2-0,61,105,58.1,775.0,3,2.9,3,2.9,35,42.2,42,7.4,6.67,12.7,155.0,78.9,51.0,4,14,3.67,6.98,6.29,0,0,2,,24,ATL,NFL,QB,5,3,7,11.0,1,1,14.3,5,1.6,2.2,1.4,0,0,0,0,0,,,0.0,0.0,,,7,1.6,11,1,,,Michael Penix,PeniMi00,2024.0,ATL,786.0,,,,,,2.0,,24,ATL,NFL,QB,5.0,3.0,61.0,105.0,1057.0,10.1,504.0,8.3,4.8,271.0,4.4,1.0,2.0,0.0,7.0,6.8,23.0,22.3,69.0,67.0,2.3,32.0,4.0,8.0,16.0,14.2,4.0,3.5,2.0,6.0,2.0,6.0,0.0,0.0,17.0,120.0,,,,
2024,24,DEN,NFL,QB,17,17,10-7-0,376,567,66.3,3775.0,29,5.1,12,2.1,170,43.7,93,6.7,6.73,10.0,222.1,93.3,56.8,24,198,4.06,6.05,6.12,3,3,13,AP ORoY-3,24,DEN,NFL,QB,17,17,92,430.0,4,41,53.3,32,4.7,25.3,5.4,1,1,2,1,1,100.0,2.0,0.1,0.1,100.0,2.0,93,4.6,432,5,,,Bo Nix,NixxBo00,2024.0,DEN,4205.0,2.0,3,AP ORoY-3,,,,,24,DEN,NFL,QB,17.0,17.0,376.0,567.0,4116.0,7.3,1703.0,4.5,3.0,2072.0,5.5,16.0,18.0,1.0,32.0,5.8,83.0,15.1,420.0,76.6,2.5,148.0,44.0,34.0,102.0,15.9,50.0,7.2,92.0,737.0,80.0,692.0,11.0,45.0,117.0,718.0,AP ORoY-3,,,
